2026-04-09T16:06:05.756058Z  INFO semver_analyzer::orchestrator: Running dep repo build command command=source ~/.nvm/nvm.sh && nvm exec "20.11.0" bash -c 'export NODE_ENV=development && yarn install && npx gulp buildPatternfly' worktree=/private/tmp/semver-pipeline-v2/repos/patternfly/.semver-worktrees/v6.4.0
2026-04-09T16:06:06.856721Z  WARN semver_analyzer::orchestrator: Dep repo build failed exit_code=Some(1) stderr=error This project's package.json defines "packageManager": "yarn@4.10.3". However the current global version of Yarn is 1.22.22.

Presence of the "packageManager" field indicates that the project is meant to be used with Corepack, a tool included by default with all official Node.js distributions starting from 16.9 and 14.19.
Corepack must currently be enabled by running corepack enable in your terminal. For more information, check out https://yarnpkg.com/corepack.
2026-04-09T16:06:06.856809Z  INFO semver_analyzer::orchestrator: Created dep repo worktree for CSS extraction dep_repo=/tmp/semver-pipeline-v2/repos/patternfly dep_ref=v6.4.0 worktree=/private/tmp/semver-pipeline-v2/repos/patternfly/.semver-worktrees/v6.4.0
2026-04-09T16:06:06.877152Z  INFO semver_analyzer::orchestrator: Detected removed CSS component blocks between dep-repo versions count=8 blocks=["AppLauncher", "Chip", "ContextSelector", "Dropdown", "LogViewer", "NotificationBadge", "OptionsMenu", "Select"]
2026-04-09T16:06:06.880394Z  INFO semver_analyzer_ts::css_profile: CSS profiles extracted from dir profiles=0
2026-04-09T16:09:10.826700Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_login__main_body_PaddingBottom new=c_login__main_body_PaddingInlineEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.826712Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_login__main_body_PaddingLeft new=c_login__main_body_PaddingBlockEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.826723Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_login__main_body_PaddingRight new=c_login__main_body_PaddingInlineEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.826735Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_login__main_footer_PaddingBottom new=c_login__main_footer_PaddingBlockEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.826745Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_login__main_footer_links_item_MarginBottom new=c_login__main_footer_links_item_c_button_FontSize jaccard=0.6666666666666666
2026-04-09T16:09:10.826756Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_login__main_footer_links_item_PaddingLeft new=c_login__main_footer_links_item_c_button_FontSize jaccard=0.6666666666666666
2026-04-09T16:09:10.826769Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_login__main_header_PaddingBottom new=c_login__main_header_PaddingInlineEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.826781Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_login__main_header_PaddingLeft new=c_login__main_header_PaddingInlineStart jaccard=0.6666666666666666
2026-04-09T16:09:10.826794Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_login__main_header_PaddingRight new=c_login__main_header_PaddingBlockStart jaccard=0.6666666666666666
2026-04-09T16:09:10.826805Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_login__main_header_PaddingTop new=c_login__main_header_PaddingBlockEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.826819Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_menu__group_title_FontSize new=c_menu__group_title_PaddingBlockStart jaccard=0.6666666666666666
2026-04-09T16:09:10.826831Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_menu__group_title_FontWeight new=c_menu__group_title_PaddingInlineEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.826843Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_menu__group_title_PaddingLeft new=c_menu__group_title_PaddingBlockEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.826855Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_menu__group_title_PaddingRight new=c_menu__group_title_PaddingInlineStart jaccard=0.6666666666666666
2026-04-09T16:09:10.826867Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_menu__group_title_PaddingTop new=c_menu__group_title_PaddingBlockStart jaccard=0.6666666666666666
2026-04-09T16:09:10.826888Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_menu__list_c_divider_MarginBottom new=c_menu__list_divider_MarginBlockStart jaccard=0.6666666666666666
2026-04-09T16:09:10.826903Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_menu__list_c_divider_MarginTop new=c_menu__list_divider_MarginBlockStart jaccard=0.6666666666666666
2026-04-09T16:09:10.826915Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_menu__list_item_Display new=c_menu__list_item_TransitionTimingFunction jaccard=0.6666666666666666
2026-04-09T16:09:10.826928Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_menu__list_item_m_disabled__item_toggle_icon_Color new=c_menu_toggle_disabled__toggle_icon_Color jaccard=0.6666666666666666
2026-04-09T16:09:10.826940Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_menu_m_drilldown_c_menu_Top new=c_menu_m_drilldown_c_menu_InsetBlockStart jaccard=0.6666666666666666
2026-04-09T16:09:10.826951Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_menu_m_flyout__menu_Bottom new=c_menu_m_flyout__menu_InsetInlineEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.826965Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_menu_m_flyout__menu_Right new=c_menu_m_flyout__Zindex jaccard=0.6666666666666666
2026-04-09T16:09:10.826985Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_menu_toggle__button_PaddingLeft new=c_menu_toggle__button_PaddingInlineStart jaccard=0.6666666666666666
2026-04-09T16:09:10.826998Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_menu_toggle__button_PaddingRight new=c_menu_toggle__button_MinWidth jaccard=0.6666666666666666
2026-04-09T16:09:10.827011Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_menu_toggle__controls_MarginLeft new=c_menu_toggle__controls_Gap jaccard=0.6666666666666666
2026-04-09T16:09:10.827021Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_menu_toggle__controls_MarginRight new=c_menu_toggle__controls_Gap jaccard=0.6666666666666666
2026-04-09T16:09:10.827033Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_menu_toggle__icon_MarginRight new=c_menu_toggle__icon_MinHeight jaccard=0.6666666666666666
2026-04-09T16:09:10.827047Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_menu_toggle__toggle_icon_MarginRight new=c_menu_toggle__toggle_icon_MinHeight jaccard=0.6666666666666666
2026-04-09T16:09:10.827060Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_menu_toggle_active_BackgroundColor new=c_menu_toggle_expanded_BackgroundColor jaccard=0.6666666666666666
2026-04-09T16:09:10.827071Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_menu_toggle_focus_BackgroundColor new=c_menu_toggle_expanded_BackgroundColor jaccard=0.6666666666666666
2026-04-09T16:09:10.827122Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_modal_box__body_PaddingLeft new=c_modal_box__body_PaddingInlineStart jaccard=0.6666666666666666
2026-04-09T16:09:10.827134Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_modal_box__body_PaddingRight new=c_modal_box__body_PaddingBlockStart jaccard=0.6666666666666666
2026-04-09T16:09:10.827145Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_modal_box__body_PaddingTop new=c_modal_box__body_PaddingInlineStart jaccard=0.6666666666666666
2026-04-09T16:09:10.827157Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_modal_box__close_Right new=c_modal_box__close_InsetInlineEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.827169Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_modal_box__close_Top new=c_modal_box__close_InsetBlockStart jaccard=0.6666666666666666
2026-04-09T16:09:10.827180Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_modal_box__description_PaddingTop new=c_modal_box__description_Color jaccard=0.6666666666666666
2026-04-09T16:09:10.827191Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_modal_box__footer_PaddingBottom new=c_modal_box__footer_PaddingInlineEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.827203Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_modal_box__footer_PaddingLeft new=c_modal_box__footer_PaddingInlineStart jaccard=0.6666666666666666
2026-04-09T16:09:10.827215Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_modal_box__footer_PaddingRight new=c_modal_box__footer_PaddingInlineStart jaccard=0.6666666666666666
2026-04-09T16:09:10.827227Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_modal_box__footer_PaddingTop new=c_modal_box__footer_PaddingInlineEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.827239Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_modal_box__header_PaddingLeft new=c_modal_box__header_PaddingBlockEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.827251Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_modal_box__header_PaddingRight new=c_modal_box__header_Gap jaccard=0.6666666666666666
2026-04-09T16:09:10.827264Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_modal_box__header_PaddingTop new=c_modal_box__header_PaddingInlineStart jaccard=0.6666666666666666
2026-04-09T16:09:10.827279Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_nav__link_active_Color new=c_nav__link_icon_Color jaccard=0.6666666666666666
2026-04-09T16:09:10.827291Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_nav__link_focus_Color new=c_nav__link_icon_Color jaccard=0.6666666666666666
2026-04-09T16:09:10.827310Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_nav__link_m_current_after_BorderColor new=c_wizard__nav_link_m_current_before_BorderColor jaccard=0.6666666666666666
2026-04-09T16:09:10.827321Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_nav__link_m_current_before_BorderBottomWidth new=c_wizard__nav_link_m_current_before_BorderColor jaccard=0.6666666666666666
2026-04-09T16:09:10.827342Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_nav__scroll_button_hover_Color new=c_button_hover_Color jaccard=0.6666666666666666
2026-04-09T16:09:10.827355Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_nav__section_title_BorderBottomColor new=c_nav__section_title_PaddingInlineStart jaccard=0.6666666666666666
2026-04-09T16:09:10.827367Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_nav__section_title_BorderBottomWidth new=c_nav__section_title_PaddingBlockEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.827380Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_nav__section_title_FontSize new=c_nav__section_title_PaddingInlineStart jaccard=0.6666666666666666
2026-04-09T16:09:10.827392Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_nav__section_title_MarginBottom new=c_nav__section_title_FontWeight jaccard=0.6666666666666666
2026-04-09T16:09:10.827405Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_nav__section_title_PaddingBottom new=c_nav__section_title_PaddingBlockStart jaccard=0.6666666666666666
2026-04-09T16:09:10.827418Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_nav__section_title_PaddingLeft new=c_nav__section_title_PaddingInlineEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.827430Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_nav__section_title_PaddingRight new=c_nav__section_title_PaddingBlockStart jaccard=0.6666666666666666
2026-04-09T16:09:10.827443Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_nav__section_title_PaddingTop new=c_nav__section_title_PaddingBlockEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.827458Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_nav_m_horizontal__link_before_BorderColor new=c_wizard__nav_link_m_disabled_before_BorderColor jaccard=0.6666666666666666
2026-04-09T16:09:10.827519Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_nav_m_light__link_before_BorderColor new=c_wizard__nav_link_m_disabled_before_BorderColor jaccard=0.6666666666666666
2026-04-09T16:09:10.827532Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_nav_m_tertiary__scroll_button_hover_Color new=c_button_m_tertiary_hover__icon_Color jaccard=0.6666666666666666
2026-04-09T16:09:10.827543Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_notification_drawer__header_BoxShadow new=c_notification_drawer__header_PaddingBlockStart jaccard=0.6666666666666666
2026-04-09T16:09:10.827555Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_notification_drawer__header_PaddingBottom new=c_notification_drawer__header_PaddingInlineStart jaccard=0.6666666666666666
2026-04-09T16:09:10.827567Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_notification_drawer__header_PaddingLeft new=c_notification_drawer__header_PaddingBlockStart jaccard=0.6666666666666666
2026-04-09T16:09:10.827578Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_notification_drawer__header_PaddingRight new=c_notification_drawer__header_PaddingBlockEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.827590Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_notification_drawer__header_PaddingTop new=c_notification_drawer__header_PaddingInlineEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.827607Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_options_menu__toggle_Color new=c_menu_toggle_hover_Color jaccard=0.6666666666666666
2026-04-09T16:09:10.827620Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_options_menu__toggle_m_plain_disabled_Color new=c_menu_toggle_m_plain_disabled_BackgroundColor jaccard=0.6666666666666666
2026-04-09T16:09:10.827631Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_options_menu__toggle_m_plain_hover_Color new=c_menu_toggle_m_primary_hover_Color jaccard=0.6666666666666666
2026-04-09T16:09:10.827643Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_options_menu_m_plain__toggle_icon_Color new=c_menu_toggle_m_primary__toggle_icon_Color jaccard=0.6666666666666666
2026-04-09T16:09:10.827655Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_overflow_menu__group_spacer new=c_overflow_menu__group_ColumnGap jaccard=0.6666666666666666
2026-04-09T16:09:10.827666Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_page__main_breadcrumb_PaddingBottom new=c_page__main_breadcrumb_PaddingBlockStart jaccard=0.6666666666666666
2026-04-09T16:09:10.827681Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_page__main_breadcrumb_PaddingLeft new=c_page__main_breadcrumb_PaddingInlineEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.827693Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_page__main_breadcrumb_PaddingRight new=c_page__main_breadcrumb_PaddingBlockEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.827706Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_page__main_breadcrumb_PaddingTop new=c_page__main_breadcrumb_PaddingBlockEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.827718Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_page__main_nav_BackgroundColor new=c_page__main_container_BackgroundColor jaccard=0.6666666666666666
2026-04-09T16:09:10.827729Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_page__main_section_PaddingBottom new=c_page__main_section_RowGap jaccard=0.6666666666666666
2026-04-09T16:09:10.827741Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_page__main_section_PaddingLeft new=c_page__main_section_PaddingInlineStart jaccard=0.6666666666666666
2026-04-09T16:09:10.827753Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_page__main_section_PaddingRight new=c_page__main_section_PaddingBlockEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.827765Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_page__main_section_PaddingTop new=c_page__main_section_PaddingInlineEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.827780Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_page__main_subnav_BorderLeftColor new=c_page__main_subnav_PaddingBlockEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.827792Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_page__main_subnav_BorderLeftWidth new=c_page__main_subnav_PaddingBlockStart jaccard=0.6666666666666666
2026-04-09T16:09:10.827803Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_page__main_subnav_BorderTopColor new=c_page__main_subnav_PaddingBlockStart jaccard=0.6666666666666666
2026-04-09T16:09:10.827816Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_page__main_subnav_BorderTopWidth new=c_page__main_subnav_PaddingInlineStart jaccard=0.6666666666666666
2026-04-09T16:09:10.827827Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_page__main_tabs_PaddingBottom new=c_page__main_tabs_PaddingInlineEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.827839Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_page__main_tabs_PaddingLeft new=c_page__main_tabs_PaddingInlineStart jaccard=0.6666666666666666
2026-04-09T16:09:10.827851Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_page__main_tabs_PaddingRight new=c_page__main_tabs_PaddingBlockEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.827863Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_page__main_tabs_PaddingTop new=c_page__main_tabs_PaddingBlockStart jaccard=0.6666666666666666
2026-04-09T16:09:10.827875Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_page__main_wizard_BorderTopColor new=c_page__main_wizard_BorderBlockStartColor jaccard=0.6666666666666666
2026-04-09T16:09:10.827886Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_page__main_wizard_BorderTopWidth new=c_page__main_wizard_BorderBlockStartWidth jaccard=0.6666666666666666
2026-04-09T16:09:10.827897Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_page__sidebar_body_PaddingLeft new=c_page__sidebar_body_PaddingInlineStart jaccard=0.6666666666666666
2026-04-09T16:09:10.827908Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_page__sidebar_body_PaddingRight new=c_page__sidebar_body_PaddingInlineStart jaccard=0.6666666666666666
2026-04-09T16:09:10.827919Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_pagination_c_menu_toggle_Display new=c_pagination__page_menu_Display jaccard=0.6666666666666666
2026-04-09T16:09:10.827929Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_pagination_m_bottom_BorderTopWidth new=c_pagination_m_bottom_InsetBlockEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.827944Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_pagination_m_bottom_MarginTop new=c_pagination_m_bottom_InsetBlockEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.827955Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_pagination_m_sticky_Top new=c_pagination_m_sticky_PaddingInlineStart jaccard=0.6666666666666666
2026-04-09T16:09:10.827968Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_panel__main_body_PaddingBottom new=c_panel__main_body_PaddingBlockEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.827979Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_panel__main_body_PaddingLeft new=c_panel__main_body_PaddingInlineStart jaccard=0.6666666666666666
2026-04-09T16:09:10.827991Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_panel__main_body_PaddingRight new=c_panel__main_body_PaddingBlockEnd jaccard=0.6666666666666666
2026-04-09T16:09:10.828003Z DEBUG td_pipeline{from_ref=v5.4.0 to_ref=v6.4.1}:structural_diff: semver_analyzer_core::diff::rename: Token rename matched old=c_panel__main_body_PaddingTop new=c_panel__main_body_PaddingInlineEnd jaccard=0.6666666666666666
